,nodes
342084900,"[3172968606, 3172968588, 3172968796, 3172968600, 3172968638, 3491108645, 3172968650, 3172968847, 3172968651, 3172968773, 3172968782, 3172968831, 3172968846, 3172969075, 3172968768, 3172968641, 3491108630, 3172968802, 3491108606, 3484024544, 3172968605, 3172968289, 3172968304, 3172968309, 3172968318, 3172968125, 5520112951, 3172968332, 3172968338, 1941129959, 3172968628, 3172968640, 3172968767, 3489062907, 3172968797, 5520112950, 3172968812, 3172968826, 3172968844, 3172968858, 3172969070, 3172969080, 3172968291, 3489062906, 3172968307, 3489062910, 3172968310, 3172968316, 3489062905, 3172968324, 3489062903, 3172968646, 3172968854, 3489062896, 3489062895, 3172968155, 3172968270, 3172968357, 3172968358, 3489062901, 3489062902, 3172968574, 3489062900, 3172968594, 3489062897, 3172968614, 3172968077, 3172968094, 3172968133, 3489062590, 3489062589, 3172968274, 3172968642, 3172968764, 3172968820, 3172968841, 3172969066, 3172969082, 3172968561, 3489062588, 3489062586, 3172968599, 3172968762, 3172968634, 3489062584, 3172968792, 3172968814, 3172968842, 3172969062, 3172969083, 3172968562, 3489062581, 3172968573]"
342084902,"[3479474099, 3491210483, 3499793176, 3491211618, 3491211630, 3491211646, 3484050612, 5520076162, 3491211667, 3491211679, 3491211726, 3491211734]"
342084903,"[3484050612, 3484050613, 3484050614, 3484050615, 3484050616, 3484050617, 3484050618, 3484050619, 3484050620, 3484050621, 3484050622, 3484050623, 3484050624, 3484050625, 3484050626, 3484050627, 3484050628, 3484050629]"
342084904,"[3479499527, 3491211940, 3491211963, 3491211972, 3491211966, 3491211946, 3491211939, 3491211927, 3491211908, 3491211890, 3491211879, 3491211877, 3491211886, 3491211893, 3491211894, 3491211881, 3491211875, 3491211872, 3479499565]"
342084907,"[3491212089, 3491212084]"
342084909,"[3479490732, 3491212009, 3491212008, 3491212006, 3491212017, 3491212018, 3491212002, 3491211993, 3491211979, 3491211977, 3491211988, 3491211994, 3491211990, 3491211995, 3491211992, 3491211986, 3491211991, 3491211981, 3491211955, 3491211948, 3479499525]"
342084910,"[3491211915, 3491211922, 3491211923, 3491211928, 3491211931, 3491211935, 3491211937, 3491211942, 3491211944, 3491211949, 3491211951, 3491211959, 3491211971, 3491211984, 3491211997, 3491212034, 3491212037, 3491212038, 3491212042, 3491212047, 6632920332, 3491212045, 3491212055, 3172968628]"
342084911,"[3479490555, 3491108058, 3479490556, 3479490557, 3479490558, 3491108022, 3479490559, 3484031032, 3479490561, 3479490562, 3479490563, 3479490564, 3479490565, 3491211665, 3479490566, 3484050604, 3484050605, 3484050606, 3484050607, 3484050608, 3484050609, 3484050610, 3484050611, 3484050612]"
342084912,"[3484029925, 3484029926, 3484029927, 3484029928, 3484029929, 3484029930, 3484029931, 3484029932, 3484029933, 3484029934, 3484029935, 3484029936, 3484029937, 3484029938, 3484029939, 3484029940, 3484029941, 3484029942, 3484029943, 3484029944, 3484029945, 3484029946, 3484029947, 3484029948]"
342084913,"[3479490746, 3491211901, 3491211915, 3491211947, 3491211989, 3491211998, 3491212020, 3491212031, 3491212040, 3491212041, 3491212043, 3491212056, 3491212061, 3491212064, 3491212066, 3491212068, 3491212076, 3491212078, 3491212079, 3491212083, 3491212087, 3491212089, 3491212092, 3491212093, 3172968125]"
342084914,"[3491211858, 3491211863, 3491211867, 3491211870, 3491211871, 3491211868, 3491211866, 3491211862, 3491211857, 3491211854, 3491211842, 3491211835, 3491211827, 5520055225, 3491211821, 3491211820, 3491211823, 3491211824, 3491211825, 3491211829, 3491211833, 3491211836, 3491211840, 3491211843, 5520055224, 3491211845, 3491211844, 3491211841, 5520055223, 3491211839, 3505689625, 3505689638, 3505689626, 3505689636, 3505689635]"
342084916,"[3491212019, 3491212010, 3491212015]"
342084918,"[3484072294, 3479474111, 3479474112, 3491107675, 3479474113, 3479474114, 3491107672, 3479474116, 3479490677, 3479474119, 3479474120, 3479474121, 3479474122, 3479474123, 3479474124, 3479474125, 3479474126, 3479499583, 3479474127, 5498461005, 3479474129, 3479474130]"
342084919,"[3491211901, 3491211892, 3491211898, 3491211911]"
342084920,"[3484028491, 3491211780, 3491211770, 3491211761]"
342084921,"[3485712833, 3491211660, 3491211658, 3491211654]"
342084922,"[3484029920, 3484029923, 3491211774, 3484029925]"
342084923,"[3489062590, 3491211793, 3491211784, 3491211773]"
342084924,"[3491211767, 3491211769, 3491211772, 3491211768, 3491211763]"
342084927,"[3479490762, 3479490549, 3479490550, 3479490551, 3479490553, 3491108065, 3479490555]"
342084928,"[3485743140, 3491211762, 3491211763, 3491211767, 3491211766, 3491211764, 3491211765]"
342084931,"[3485712841, 3491211691, 3491211675, 3491211676, 3491211684, 3491211693, 3491211700]"
342084932,"[3491211821, 3491211818, 3491211815, 3491211814, 3491211811, 3491211809, 3491211808]"
342084935,"[3479474096, 3491210455, 3491210448, 3491210436, 3491210421, 3491210416, 3491210408]"
342084937,"[3491211819, 3491211799, 3491211797, 3491211791, 3491211789, 3491211785, 3491211776, 3491211775]"
342084938,"[3489062910, 3491212036, 3491212039, 3491212044, 3491212052, 3491212058, 3491212062, 3491212074]"
342084940,"[3485743163, 3491211782, 3491211786, 3491211792, 3491211796, 3491211800, 3491211806, 3491211809]"
342084941,"[3491211845, 3491211847, 3491211851, 3491211853, 3491211852, 3491211856, 3491211860, 3491211861, 3491211864]"
342084942,"[3491212052, 3491212059, 3491212065, 3491212067, 3491212071, 3491212075, 3491212080, 3491212085, 3491212088]"
342084943,"[3484028478, 3491211760, 3479474148, 3479474149, 3479474150, 3479474152, 3479474153, 3479474154, 3479474155, 3479474156, 3479474157, 3479474158, 3479474159, 3479474160, 3479474161, 3479474162, 3479474163, 3491211838, 3479474164, 3479474165, 3479474166, 3479474167, 3479474168, 3479474169, 3479474170, 3479474171, 3479474172, 3479474173, 3499881206, 3499881207, 3479474175, 3479474176, 3479474177, 3486638281, 3486638280, 3479474179, 3486638282, 3479474180, 3479474181, 3486638283, 3479474183, 3479474184, 3479474185, 3479474186, 3479474187, 3479474188, 3479474189, 3486638286, 3486638287, 3479474192, 3479474293, 3479490527, 3479474296, 3479474297, 3479474298, 3489141934, 3479474299, 3479474300, 3479474301, 3479474302, 3479474303, 3479474304, 3479474305, 3479474306, 3479474307, 3479474308, 3479474309, 3479474310, 3479474311, 3479474312, 3479474313, 3479474314, 3479474315, 3479474316, 3489141938, 3489141939, 3479474318, 3479474319, 3489141940, 3479474321, 3479474322, 3484029969, 3479474324, 3489141941, 3479474325, 3479474326, 3489141942, 3479474327, 3479474329, 3479474330, 3488903178, 3479474331, 3489141944, 3479474332, 3479474333, 3479474335, 3172968606]"
342379885,"[3493860225, 3493860226, 3493860227, 3493860228, 3493860229, 3493860230, 3493860231, 3493860232, 3493860233, 3493860234, 3493860235, 3493860236, 3493860237, 3493860238, 3493860239, 3493860240, 3493860241, 3493860242, 3493860243, 3493860244, 3493860245, 3493860246, 3493860247, 3493860248, 3493860249, 3493860250, 3493860251, 3493860252, 3493860253, 3493860254, 3493860255, 3493860256, 3493860257, 3493860258, 3493860259, 3493860260, 3493860261, 3493860262, 3493860263, 3493860264, 3493860265, 3493860266, 3493860267, 3493860268, 3493860269, 3493860270, 3493860271, 3493860272, 3493860273, 3493860274, 3493860275]"
342427702,"[3494317481, 3494317485, 3494317489, 3494317490, 3494317491, 3494317492, 3494317593, 3494318415, 3494317594, 3494317595, 3494317596, 3494317597]"
342427703,"[3173010708, 3501425306, 5502420576, 5502420575, 3494317442, 3494317444, 3494317449, 3494317463, 3494317465, 3494317467, 3494317471, 3494317482, 3494317486, 3494317487, 3494317474, 3494317473, 3494317472, 3494317468, 3494317464, 3494317456, 3494317445, 3494317443, 3494317446, 3494317454, 3494317448, 3494317451, 3494317459, 3494317466, 3494317469, 3494317475, 3494317478, 3501425338]"
342427779,"[3494318424, 3494318423, 3494318421, 3494318419, 3494318417, 3494318416, 3494318415, 3494318418, 3494318420, 3494318422, 3494318425, 3494318426, 3494318427, 3494318428, 3494318429, 3494318430, 3494318431, 3494318432]"
342427941,"[3494319353, 3494319354, 3494319357, 3494319351, 3494319348, 3494319344, 3494319342, 3494319338, 3494319334, 3494319329, 5502420568, 3494319326, 3494319322, 3494319319]"
342428234,"[3480332873, 3494322584, 3494322585, 3494322586, 3494322590, 3494322693, 3494322696, 3494322695, 3494322592, 3494322589, 3494322587, 3494322588, 3494322591, 3494322694, 3494322697, 3494322698, 3494322699, 3494322700, 3494322702, 3494322701, 3494322703, 3494322704, 3494322706, 3494322710, 3494322711, 3494322714, 3494322713, 3494322709, 3494322707, 3494322705, 3494322708, 3494322712, 3494322715, 3494322716, 3494322717, 3494322718, 3494322719, 3494322720, 3494322722, 3494322725, 3494322726, 3494322724, 3494322721, 3494322723, 3494322727, 3494322728, 3494322729, 3494322730, 3494322731, 3494335158, 3494322732, 3494322734, 3494322733, 3479515340]"
342430825,"[3494335158, 3494335156, 3494335154, 3494335148, 3494335145, 3494335142, 3494335141, 3494335139, 3494335136, 3494335134, 3494335131, 3494335130, 3494335129, 3494335132, 3494335127, 3494335126, 3494335125, 3494335128, 3494335133, 3494335135, 3494335137, 3494335138, 3494335140, 3494335143, 3494335146, 3494335144, 3494335147, 3494335149, 3494335151, 3494335150, 3494335153, 3494335152, 3494335155, 3494335157, 3494335159, 3494335160, 3494335161, 3494335162, 3494335163, 3494335164]"
342430940,"[3494322726, 3494336203, 3494336202, 3494336201, 3494336200, 3494336199, 3494336198, 3494336197, 3494336196, 3494336195, 3494336194, 3494336193, 3494330592, 3494330591, 3494330590]"
343056878,"[3484050686, 3484050688]"
343056879,"[3484050688, 3484050689, 3484050690, 3484050691, 3484050692, 3484050693]"
343062422,"[3499843142, 3499843141, 3479490690]"
343062425,"[3499843178, 3499843177, 3499843176, 3499843175, 3499843174, 3499843173, 3499843172, 3499843171, 3499843170, 3499843169, 3499843168, 3499843167, 3499843166, 3499843165, 3499843164, 3499843163, 3499843162, 3499843161, 3499843150, 3499843149, 3499843147, 3499843143, 3499843142, 3499843146, 3499843145, 3499843148, 3499843153, 3499843156, 3499843158, 3499843155, 3499843152, 3499843154, 3499843159, 3499843160, 3499843157, 3499843151, 3499843144, 3479490695]"
343068178,"[3484050683, 3499881195, 3499881193, 3499881194, 3499881196, 3499881197, 3499881198, 3499881199, 3499881200, 3499881201, 3499881202, 3499881203, 3499881204, 3491211618]"
343563766,"[3501771552, 3504093486, 1941130227]"
343563779,"[3504093351, 3504093345, 3504093333, 3504093334, 3504093332, 3504093339, 3504093341, 3504093338, 3504093328, 3504093321, 3504093322]"
343563780,"[3504093488, 3504093469, 3504093449, 3504093433, 3504093416, 3504093400, 3504093394, 3504093391, 3504093371, 3504093372, 3504093370, 3504093375, 3504093380, 3504093385, 3504093387]"
343563781,"[3504093419, 3504093421, 3504093431, 3504093438, 3504093434, 3504093430, 3504093428, 3504093437, 3504093443, 3504093445, 3504093440, 3504093426, 3504093415, 3504093411, 3504093403]"
343563783,"[3504093398, 3504093351]"
343563784,"[3504093511, 3504093509]"
343563786,"[3504093476, 3504093465, 3504093458, 3504093453, 3504093448, 3504093439, 3504093429, 3504093423, 3504093412, 3504093409, 3504093402, 3504093397, 3504093392, 3504093390, 3504093383, 3504093382, 3504093378, 3504093374, 3504093368, 3504093363, 3504093359, 3504093352, 3504093348, 3504093344, 3504093337]"
343563787,"[3504091110, 3504091111, 3504091112, 3504091113, 3504091114, 3504091119, 3504091121, 3504091133, 3504091145, 3504091157, 3504091178, 3504091191, 3504093307, 3504093315, 3504093320, 3504093325, 3504093335, 3504093340, 3504093347, 3504093354, 3504093360, 3504093365, 3504093377, 3504093406, 3504093414, 3504093446, 3504093477, 3504093485]"
343563788,"[3504093459, 3504093472, 3504093486]"
343563789,"[3504093509, 3504093508, 3504093505, 3504093504, 3504093496, 3504093488, 3504093491, 3504093493, 3504093503, 3504093507, 3504093506, 3504093500, 3504093498, 3504093499, 3504093501, 3504093502, 3504093497, 3504093494, 3504093492, 3504093489, 3504093485]"
343563790,"[1941129794, 3504093514, 3504093513, 3504093511]"
343563791,"[3501771562, 3504093518, 3504093515, 3504093516, 3504093517, 3504093519, 3504093521, 3504093524, 3504093525, 3504093527, 3504093529, 3504093531, 3504093528, 3504093530, 3504093532, 3504093533, 3504093537, 3504093540, 3504093536, 3504093541, 3504093539, 3504093542, 3504093543, 3504093545, 3504093546, 3504093551, 3504093555, 3504093560, 3504093562, 3504093566, 3504093567, 3504093572, 3504093577, 3504093578, 3504093581, 3504093583, 3504093587, 3504093590, 3504093592, 3504093595, 3504093596, 3504093598]"
343563793,"[3504093532, 3504093535, 3504093550, 3504093547, 3504093580, 3504093607, 3504093611, 3504093613, 3504093617, 3504093618, 3504093621, 3504093625, 3504093627, 3504093629, 3504093631, 3504093635, 3504093640]"
343563797,"[3504093459, 3504093455, 3504093462, 3504093461, 3504093454, 3504093451]"
343563798,"[3504091147, 3504091142, 3504091138, 3504091136, 3504091131, 3504091129]"
343563799,"[3504093396, 3504093420, 3504093432, 3504093452, 3504093444, 3504093442, 3504093441, 3504093435, 3504093417, 3504093401, 3504093386, 3504093369, 3504093361, 3504093355, 3504093343, 3504093327, 3504093319, 3504093317, 3504093313, 3504093309, 3504093303, 3504091192, 3504091187, 3504091186, 3504091181, 3504091183, 3504093294, 3504093301, 3504093305, 3504093306, 3504093302, 3504093300, 3504091175, 3504091163, 3504091156, 3504091153, 3504091154, 3504091158, 3504091161, 3504091164, 3504091166, 3504091182, 3504093293, 3504093297, 3504093295, 3504091185, 3504091180, 3504091168]"
343563803,"[3504093450, 3504093447, 3504093427, 3504093424, 3504093422, 3504093418, 3504093413, 3504093408, 3504093404, 3504093393, 3504093384, 3504093376, 3504093367, 3504093364, 3504093362, 3504093356, 3504093350, 3504093346, 3504093330, 3504093318, 3504093312, 3504093308, 3504093298, 3504091190, 3504091176, 3504091171, 3504091162, 3504091151, 3504091148, 3504091143, 3504091135, 3504091134, 3504091132, 3504091128, 3504091124, 3504091122]"
343563807,"[3504093436, 3504093425, 3504093410, 3504093407, 3504093405, 3504093399, 3504093398]"
343563809,"[3504093480, 3504093479, 3504093478, 3504093468, 3504093466, 3504093464, 3504093463, 3504093457, 3504093456]"
343745062,"[3505689387, 3505689388, 3505689389, 3505689390, 3505689391, 3505689392, 3505689395, 3505689398, 3505689404, 3505689406, 3505689408, 3505689409, 3505689410, 3505689415, 3505689418, 3505689422, 3505689423, 3505689425, 3505689427, 3505689432, 3505689434, 3501757958]"
343745063,"[3501757986, 3505689478, 3505689518, 3505689501, 3505689521, 3505689485, 3505689498, 3505689491]"
343745065,"[3505689635, 3505689630, 3505689624, 3505689618, 3505689613, 3505689604, 3505689602, 3505689596, 3505689595, 3505689586, 3505689587, 3505689576, 3505689569, 3505689563, 3505689560, 3505689542, 3505689504, 3505689499, 3505689480, 3501757982]"
343745066,"[3505689635, 3505689639, 3505689629, 3505689627, 3505689610, 3505689579, 3505689562, 3505689558, 3505689555, 3505689550, 3505689541, 3505689531, 3505689528, 3505689522, 3505689515, 3505689506]"
343745067,"[3504093415, 3505689446, 3505689449, 3505689448, 3505689442, 3505689437]"
343745068,"[3505689383, 3505689382, 3505689381, 3505689379, 3505689378, 3505689375, 3505689374, 3505689372, 3505689366, 3505689362, 3505689361, 3505689360, 3505689358, 3505689349, 3505689348, 3505689345, 3505689340, 3505689339, 3505689333, 3505689331, 3505689330, 3505689332, 3505689325, 3505689328, 3505689329, 3505689336, 3505689343, 3505689342, 3505689337, 3505689341, 3505689346, 3505689338, 3505689334, 3505689327, 3505689324, 3505689318, 3505689317, 3505689319, 3505689313, 3505689312, 3505689308, 3505689311, 3505689310, 3505689309, 3505689306, 3505689305, 3505689303, 3505689297, 3505689298, 3505689300, 3505689302, 3505689299, 3505689296, 3505687590, 3505689294, 3505687591, 3505687587, 3505689293, 3505687592, 3505687588, 3505687586, 3505687585, 3505687582, 3505687581, 3505687580, 3505687579, 3505687578, 3505687576]"
343745070,"[3505689734, 3505689731, 3505689723, 3505689715, 3505689709, 3505689707, 3505689690, 3505689677, 3505689666, 3505689665, 3505689660, 3505689656, 3505689649, 3505689637, 3505689572, 3505689544, 3505689532, 3505689526, 3505689525, 3505689514, 3505689513, 3505689479, 3505689471, 3505689469, 3505689450, 3505689445, 3501757957, 3505689433, 3505689426]"
343762514,"[3504093347, 3505913827, 3505913829, 3505913832, 3505913836, 3505913837, 3505913842, 3505913845, 3505913846, 3505913847, 3505913844, 3505913843, 3505913841, 3505913840, 3505913838, 3505913839, 3505913835, 3505913834, 3505913833, 3505913831, 3505913830, 3505913828]"
343763910,"[1941130205, 3505931190, 3505931189, 3505931188, 3505931187, 3505931186, 3505931185, 3505931184, 3505931183, 3505931182]"
343763911,"[3505931191, 3505931192, 3505931493, 3505931494, 3505931495, 3505931496, 3505931497, 3505931498, 3505931499, 3505931500, 3505931501, 3505931502, 3505931503, 3505931504, 3505931505, 3505931506, 3505931508, 3505931510, 3505931513, 3505931514, 3505931515, 3505931516]"
343763912,"[3505689328, 3505931134, 3505931136, 3505931141, 3505931145, 3505931146, 3505931147, 3505931148, 3505931151, 3505931154, 3505931157, 3505931159, 3505931161, 3505931162, 3505931163, 3505931164, 3505931165, 3505931166, 3505931167, 3505931168, 3505931169, 3505931170, 3505931171, 3505931172, 3505931173, 3505931174]"
529949876,"[3479515300, 3479537355]"
529949883,"[3479526506, 3479526505, 3479526504, 3479526503, 3479526502, 3479526501, 3479526500, 3479526499, 3479526498, 3479526497, 3479526496, 3479526495, 3479526494, 3479526493, 3479526392, 3479526391, 3479526390, 3479526389, 3479526388, 3479526387, 3479526386, 3479526385, 3501750686, 3479526384, 3479526383, 3479526382, 3479526381, 3479526380, 3479526379, 3479526378, 3479526377, 3479526376, 3479526375, 3479526374, 3479526373, 3501750687, 3479526372, 3479526371, 3479526370, 3479526369, 3479526368, 3501750688, 3479526367, 3479526366, 3479526365, 3479526364, 3479526363, 3479515558, 3479515559, 3479515560, 3479515561, 3479515562, 3479515563, 3501750689, 3479515564, 3479515565, 3479515566, 3479515567, 3479515568, 3479515300]"
